title,genres,type,developer,publisher,user_rating,metacritic_score
SteamWorld Heist,"Action, Adventure, RPG, Strategy, Indie, Platformer",Singleplayer,Image & Form,"Image & Form, Image & Form International",3.94,81
Deltarune (itch),"Adventure, RPG",Singleplayer,"8-4, Toby Fox","8-4, Toby Fox",4.37,81
Audioshield,Indie,Singleplayer,Dylan Fitterer,Dylan Fitterer,3.7,81
Gunvolt Chronicles: Luminous Avenger iX,Action,Singleplayer,Inti Creates,Inti Creates,3.67,81
Persona Q2: New Cinema Labyrinth,"RPG, Strategy",,Atlus,"SEGA, Atlus",4.06,81
The Journey Down: Chapter Three,"Adventure, Indie, Puzzle",Singleplayer,"BlitWorks, SkyGoblin","BlitWorks, SkyGoblin ek. for.",2.7,81
FORM,"Adventure, Casual, Indie",Singleplayer,Charm Games,Charm Games,3.57,81
Don't Starve: Shipwrecked,"Action, Adventure",,"Klei Entertainment, Capy Games",Klei Entertainment,3.97,81
Etrian Odyssey Nexus,RPG,,Atlus,"SEGA, Atlus",0.0,81
Katamari Damacy REROLL,"Action, Casual, Puzzle",Singleplayer,"MONKEYCRAFT Co, Monkeycraft","Bandai Namco Entertainment, BANDAI NAMCO Entertainment US",4.35,81
Call of Duty: Mobile,"Action, Shooter",,"Tencent Games, Tencent","Activison, GARENA INTERNATIONAL I PRIVATE",3.74,81
SteamWorld Quest: Hand of Gilgamech,"Action, Adventure, RPG, Card",Singleplayer,"Image & Form, Form International","Thunderful Publishing, Image & Form, Image & Form International, Thunderful",3.81,81
Galactic Civilizations III,"Strategy, Simulation, Indie","Singleplayer, Multiplayer, Online multiplayer",Stardock Entertainment,Stardock Entertainment,3.52,81
Stories Untold,"Adventure, Simulation, Indie",Singleplayer,No Code,Devolver Digital,3.91,81
Valfaris,"Action, Indie",Singleplayer,Steel Mantis,"Big Sugar, Digital Uppercut Productions, Digital Uppercut",3.57,81
Torment: Tides of Numenera,"Adventure, RPG, Strategy, Indie",Singleplayer,Techland,"Techland Publishing, inXile Entertainment",3.59,81
Anno 1800,"Strategy, Simulation","Singleplayer, Multiplayer, Online multiplayer",Blue Byte,Ubisoft Entertainment,4.22,81
PlayerUnknown’s Battlegrounds,"Action, Shooter, Massively Multiplayer","Multiplayer, Online multiplayer","Krafton, Bluehole, PUBG","KRAFTON, Bluehole",3.27,81
Sunless Sea,"Adventure, RPG, Indie",Singleplayer,Failbetter Games,Failbetter Games,3.7,81
Dragon Quest VII: Fragments of the Forgotten Past,RPG,,"Square Enix, ArtePiazza",Nintendo,3.31,81
Rising Storm 2: VIETNAM,"Action, Strategy, Simulation, Massively Multiplayer, Indie","Singleplayer, Multiplayer, Online multiplayer","Tripwire Interactive, Antimatter Games","Tripwire Interactive, Iceberg Interactive",3.76,81
World of Warships,Action,Online multiplayer,"Wargaming Group, Wargaming.net, Lesta Studio",Wargaming,3.16,81
GoNNER,"Action, Shooter, Adventure, Indie, Platformer",Singleplayer,Art in Heart,Raw Fury,2.9,81
Fire Emblem Echoes: Shadows of Valentia,"RPG, Strategy",,"8-4, Intelligent Systems",Nintendo,4.34,81
Order of Battle: World War II,"Strategy, Simulation","Singleplayer, Multiplayer, Asynchronous Multiplayer",The Artistocrats,Slitherine,2.65,81
Disgaea 2 PC,"RPG, Strategy",Singleplayer,Nippon Ichi Software,NIS America,4.0,81
Halo Wars: Definitive Edition,Strategy,"Singleplayer, Multiplayer, Online multiplayer","343 Industries, Behaviour Interactive, Ensemble Studios",Microsoft Studios,3.73,81
Planet Zoo,"Strategy, Simulation",Singleplayer,Frontier Developments,Frontier Developments,3.9,81
Tearaway Unfolded,"Action, Adventure, Family",,Media Molecule,Sony Interactive Entertainment,3.71,81
Arizona Sunshine,"Action, Adventure, Indie","Singleplayer, Multiplayer, Online multiplayer","Vertigo Games, Jaywalkers Interactive",Vertigo Games,3.72,81
One Finger Death Punch 2,"Action, Casual, Fighting, Indie",Singleplayer,Silver Dollar Games,Silver Dollar Games,3.93,81
Ashes of the Singularity: Escalation,"RPG, Strategy, Simulation, Indie","Singleplayer, Multiplayer, Online multiplayer","Stardock Entertainment, Oxide Games","Stardock Entertainment, Stardock",2.41,81
Firewatch,"Adventure, Indie",,Campo Santo,"Panic, Campo Santo",4.3,81
World of Warcraft Classic,"RPG, Massively Multiplayer",,,Activision Blizzard,4.13,81
FINAL FANTASY XV WINDOWS EDITION,RPG,Singleplayer,Square Enix,Square Enix,3.9,81
Batman: Arkham Knight,Action,Singleplayer,Rocksteady Studios,Warner Bros. Interactive,4.24,81
VA-11 Hall-A: Cyberpunk Bartender Action,"Adventure, Simulation",Singleplayer,"Wolfgame, Sukeban Games, Ysbryd Games Worldwide","Ysbryd Games, Limited Run Games",4.37,81
BoxBoy! + BoxGirl!,"Puzzle, Platformer",,HAL Laboratory,Nintendo,0.0,81
NHL 20,Sports,,Electronic Arts,,3.33,81
Zombie Night Terror,"Action, Strategy, Indie, Puzzle",Singleplayer,"Plug In Digital, Good Shepherd Entertainment, NoClip","Plug In Digital, Good Shepherd Entertainment, Gambitious Digital Entertainment, Gambitious",3.4,81
Atelier Arland Series Deluxe Pack,"Adventure, RPG",,Gust,Koei Tecmo Games,0.0,81
Kirby: Planet Robobot,Platformer,,HAL Laboratory,Nintendo,4.26,81
Splatoon,"Action, Shooter",,Nintendo,Nintendo,4.14,81
The Jackbox Party Pack 3,"Strategy, Casual, Indie","Singleplayer, Multiplayer, Local Multiplayer",Jackbox Games,Jackbox Games,4.21,81
Downwell,"Action, Adventure, Arcade, Casual, Indie, Platformer",Singleplayer,"Devolver Digital, Moppin","Devolver Digital, GHI Media",3.85,81
NBA 2K19,"Action, Simulation, Sports","Singleplayer, Multiplayer","2K, Visual Concepts","2K Games, 2K Sports",3.3,81
Tales of Vesperia: Definitive Edition,"Action, RPG","Singleplayer, Multiplayer, Local Multiplayer","Bandai Namco Entertainment, QLOC",Bandai Namco Entertainment,3.6,81
Aztez,"Action, Strategy, Indie",Singleplayer,Team Colorblind,Team Colorblind,2.5,81
Little Nightmares,"Action, Adventure, Platformer",Singleplayer,"BANDAI NAMCO Entertainment America, Playdigious, Tarsier Studios","Bandai Namco Entertainment, BANDAI NAMCO Entertainment US, Playdigious",4.03,81
Crash Bandicoot N. Sane Trilogy,"Action, Platformer",Singleplayer,"Activision, Vicarious Visions, Toys for Bob, Iron Galaxy",Activison,4.12,81
Bloodstained: Ritual of the Night,"Action, Adventure","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer","505 Games, Armature Studio, Inti Creates, ArtPlay, Dico",505 Games,4.01,81
Trials Rising,"Racing, Arcade","Singleplayer, Multiplayer","Ubisoft, Redlynx",Ubisoft Entertainment,3.81,81
Deus Ex GO,"Strategy, Puzzle",,"Square Enix, Square Enix Montréal",Square Enix,3.76,81
MORDHAU,"Action, Indie","Multiplayer, Online multiplayer",Triternion,Triternion,3.89,81
Vietnam ‘65,Strategy,Singleplayer,Every Single Soldier,Slitherine,0.0,81
Emily is Away Too,"Adventure, RPG, Simulation, Casual, Indie",Singleplayer,Kyle Seeley,Kyle Seeley,3.84,81
Redout: Lightspeed Edition,"Action, Simulation, Racing, Arcade, Casual, Indie","Singleplayer, Multiplayer, Online multiplayer","34BigThings, windfallsoft","Nicalis, 34BigThings, windfallsoft",3.58,81
Battle Chef Brigade,"Action, Adventure, RPG, Indie",Singleplayer,"Adult Swim, Trinket Studios",Adult Swim Games,3.57,81
Atlas Reactor,Strategy,"Singleplayer, Multiplayer, Online multiplayer",Trion Worlds,Trion Worlds,2.98,81
Football Manager 2016,"Strategy, Sports",,,SEGA,3.94,81
Quadrilateral Cowboy,"Action, Adventure, Indie, Puzzle",Singleplayer,Blendo Games,Blendo Games,4.02,81
Assassin's Creed Origins,"Action, RPG",,"Ubisoft, Ubisoft Montreal",Ubisoft Entertainment,3.97,81
Metro Exodus,"Action, Shooter",Singleplayer,4A Games,Deep Silver,4.16,81
The Age of Decadence,"RPG, Indie",Singleplayer,Iron Tower Studio,Iron Tower Studio,3.81,81
Dying Light: The Following,Action,,Techland,Warner Bros. Interactive,4.03,81
Children of Zodiarcs,"RPG, Strategy, Indie",Singleplayer,"Square Enix, Cardboard Utopia","Square Enix, Plug In Digital, Cardboard Utopia",3.26,81
Monster Hunter Stories,"Action, Adventure, RPG","Singleplayer, Multiplayer",Capcom,"Capcom, Nintendo",4.0,81
Age of Wonders: Planetfall,Strategy,"Singleplayer, Multiplayer, Online multiplayer","Triumph Studios, Paradox Interactive",Paradox Interactive,3.46,81
The Legend of Heroes: Trails of Cold Steel IV,RPG,Singleplayer,"Engine Software, Nihon Falcom, PH3","NIS America, NIHON FALCOM",4.26,81
God of War III Remastered,"Action, Adventure",,Santa Monica Studio,Sony Computer Entertainment,4.11,81
The Bug Butcher,"Action, Arcade, Casual, Indie","Singleplayer, Multiplayer","Noodlecake Studios, Triangle Studios, Awfully Nice Studios","Noodlecake Studios, 2Awesome Studio, Triangle Studios, Awfully Nice Studios",3.29,81
Shadowmatic,"Family, Puzzle",,TRIADA Studio,TRIADA Studio,4.26,80
Life is Strange: Before the Storm - Farewell,Adventure,,,,4.06,80
Leap of Fate,"Action, RPG",Singleplayer,"Clever-Plays, Clever-Plays Studio","Clever-Plays Studio, Clever-Plays",3.19,80
Agent A,Puzzle,,Yak & co,,3.45,80
Sengoku Jidai: Shadow of the Shogun,Strategy,"Singleplayer, Multiplayer",Byzantine Games,Slitherine,0.0,80
Hover Junkers,"Action, Adventure, Indie","Singleplayer, Multiplayer",Stress Level Zero,Stress Level Zero,0.0,80
Rayman Mini,Platformer,,"Ubisoft Montpellier, Pastagames",Ubisoft Entertainment,0.0,80
Chuchel,"Adventure, Casual, Family, Indie",Singleplayer,Amanita Design,Amanita Design,3.88,80
Ys VIII: Lacrimosa of DANA,"Action, RPG",Singleplayer,"NIS America, Nihon Falcom",NIS America,4.25,80
Prey - Mooncrash,"Action, Adventure",,Arkane Studios,Bethesda Softworks,3.6,80
Samorost 3,"Adventure, Casual, Family, Indie, Puzzle",Singleplayer,Amanita Design,Amanita Design,4.18,80
Rebel Galaxy Outlaw,"Action, Adventure, RPG, Simulation, Indie",Singleplayer,Double Damage Games,"Double Damage Games, Double Damage Games.",3.44,80
Children of Morta,"Action, Adventure, RPG, Indie",Singleplayer,Dead Mage,"11 bit studios, Dead Mage",3.91,80
Tyranny,RPG,Singleplayer,Obsidian Entertainment,Paradox Interactive,4.07,80
Untitled Goose Game,"Action, Family, Indie, Puzzle",Singleplayer,House House,Panic,4.04,80
Apex Legends,"Action, Shooter",Multiplayer,Respawn Entertainment,Electronic Arts,3.63,80
Nidhogg 2,"Action, Casual, Fighting, Indie","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer, Cross-Platform Multiplayer",Messhof,Messhof,3.86,80
Tom Clancy’s The Division,"Action, Shooter, RPG","Singleplayer, Multiplayer","Ubisoft, Massive Entertainment",Ubisoft Entertainment,3.7,80
Prey,"Action, Shooter, RPG",Singleplayer,Arkane Studios,Bethesda Softworks,4.28,80
Conduct TOGETHER!,"Action, Casual",Multiplayer,Northplay,Northplay,0.0,80
MLB 15: The Show,Sports,,"Sony Interactive Entertainment, SCE Studios San Diego",Sony Computer Entertainment,3.5,80
Circa Infinity,"Action, Indie, Puzzle",Singleplayer,Kenny Sun,Kenny Sun,3.33,80
Volume,"Action, Indie",Singleplayer,Bithell Games,Bithell Games,2.9,80
Football Manager 2017,"Simulation, Sports","Singleplayer, Multiplayer",,SEGA,4.2,80
Madden NFL 19,"Action, Simulation, Sports",,Electronic Arts,,3.19,80
Etrian Odyssey V: Beyond the Myth,RPG,,Atlus,Atlus,0.0,80
Lovers in a Dangerous Spacetime,"Action, Shooter, Simulation, Indie","Singleplayer, Multiplayer, Local Multiplayer, 4 Player Local",Asteroid Base,Asteroid Base,3.58,80
Yo-kai Watch 3,RPG,,Level 5,Nintendo,0.0,80
Gravity Rush 2,Action,,Sony Interactive Entertainment,Sony Computer Entertainment,3.95,80
Trine 4: The Nightmare Prince,"Action, Adventure, Puzzle, Platformer","Singleplayer, Multiplayer",Frozenbyte,"Frozenbyte, Modus Games",3.93,80
Mekazoo,"Action, Adventure, Casual, Indie",Singleplayer,"GOOD MOOD CREATORS, The Good Mood Creators",The Good Mood Creators,0.0,80
FIFA 19,"Simulation, Sports","Singleplayer, Multiplayer",Electronic Arts Vancouver,EA SPORTS,3.3,80
"Pokémon: Let's Go, Pikachu! and Eevee!","Adventure, RPG, Strategy",Multiplayer,"Game Freak, The Pokemon Company",Nintendo,3.77,80
Rampage Knights,"Action, Adventure, RPG, Indie","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Rake in Grass,Rake in Grass,3.63,80
Dropsy,"Adventure, Indie, Puzzle",Singleplayer,"Devolver Digital, Tendershoot, A Jolly Corpse","Devolver Digital, GHI Media",3.48,80
The Book of Unwritten Tales 2,"Action, Adventure",Singleplayer,"KING Art, The Adventure Company",Nordic Games,3.16,80
South Park: The Fractured But Whole,"Adventure, RPG",Singleplayer,Ubisoft San Francisco,Ubisoft Entertainment,4.04,80
Move or Die,"Action, Indie","Singleplayer, Multiplayer, Local Multiplayer, Cross-Platform Multiplayer, 4 Player Local","Reverb Publishing, Those Awesome Guys",Those Awesome Guys,3.7,80
Insurgency: Sandstorm,"Action, Shooter","Singleplayer, Multiplayer, Online multiplayer",New World Interactive,Focus Home Interactive,3.95,80
Forgotton Anne,"Action, Adventure, Casual, Indie",Singleplayer,"Square Enix, Hitcents.com, ThroughLine Games","Square Enix, Hitcents.com",3.92,80
Gwent: The Witcher Card Game,"RPG, Strategy, Board Games, Card","Singleplayer, Multiplayer, Cross-Platform Multiplayer","CD PROJEKT RED, CD PROJEKT",CD PROJEKT RED,3.59,80
Bowl Bound College Football,"Strategy, Simulation, Sports",Singleplayer,Grey Dog Software,Viva Meda,0.0,80
Far Cry 5 Gold Edition,"Action, Shooter, Adventure",,Ubisoft,Ubisoft Entertainment,3.67,80
Blood & Truth,"Action, Shooter",,SCEE London Studio,Sony Interactive Entertainment,3.92,80
Yu-Gi-Oh! Duel Links,"RPG, Strategy, Card","Singleplayer, Multiplayer, Online multiplayer, Cross-Platform Multiplayer",Konami Digital Entertainment,Konami,3.19,80
Flinthook,"Action, Adventure, Indie",Singleplayer,Tribute Games,Tribute Games,3.62,80
"Snipperclips - Cut it out, together!",Puzzle,Multiplayer,SFB Games,Nintendo,4.0,80
Odallus: The Dark Call,"Action, Adventure, Indie",Singleplayer,JoyMasher,"Digerati, JoyMasher",3.58,80
The Elder Scrolls Online: Summerset,"RPG, Massively Multiplayer",Multiplayer,Bethesda Softworks,Bethesda Softworks,3.64,80
Mega Man 11,"Action, Platformer",Singleplayer,"Capcom, Capcom U.S.A",Capcom,3.73,80
Tricky Towers,"Arcade, Casual, Indie, Puzzle","Singleplayer, Multiplayer, Online multiplayer, Local Multiplayer, 4 Player Local","WeirdBeard, Marcus Dobler Applications UG","WeirdBeard, Marcus Dobler Applications UG",3.68,80
Spirit Hunter: Death Mark,Adventure,Singleplayer,"Aksys Games, Experience",Aksys Games,4.13,80
Pokémon Sword and Shield,"Adventure, RPG",,Game Freak,Nintendo,3.72,80
Shin Megami Tensei: Strange Journey Redux,RPG,,"Atlus, Lancarse","Deep Silver, Atlus",4.3,80
Catherine: Full Body,"Action, Adventure, RPG, Puzzle","Singleplayer, Multiplayer","SEGA, Atlus, Studio Zero","SEGA, Capcom, Atlus",4.15,80
Late Shift,"Action, Adventure, Indie",Singleplayer,"Wales Interactive, {CRYTIME}, CtrlMovie","Wales Interactive, {CRYTIME}",3.59,80
Knights And Bikes,"Action, Adventure, Indie",Singleplayer,"Foam Sword, Foam Sword Games",Double Fine Productions,3.33,80
Call of Duty: Modern Warfare (2019),"Action, Shooter","Singleplayer, Multiplayer, Cross-Platform Multiplayer","Raven Software, Activision, Infinity Ward, Beenox, High Moon Studios","Activision Blizzard, Activison, Activision Value Publishing",3.76,80
New Super Mario Bros. U Deluxe,Platformer,Multiplayer,Nintendo,Nintendo,3.81,80
Burnout Paradise Remastered,"Racing, Arcade","Singleplayer, Multiplayer","Electronic Arts, Criterion Games, Stellar Entertainment",Electronic Arts,3.88,80
Card Hunter,"RPG, Strategy","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Blue Manchu,Blue Manchu,3.2,80
The Corporate Machine,"Strategy, Simulation","Singleplayer, Multiplayer",Stardock Entertainment,Stardock Entertainment,1.0,80
The Vanishing of Ethan Carter Redux,"Adventure, Indie",,The Astronauts,The Astronauts,3.75,80
Donut County,"Adventure, Casual, Indie, Puzzle",Singleplayer,"Annapurna Interactive, Ben Esposito",Annapurna Interactive,3.96,80
Tales of Berseria,"Action, RPG","Singleplayer, Multiplayer","BANDAI NAMCO Entertainment America, Bandai Namco Entertainment","Bandai Namco Entertainment, BANDAI NAMCO Entertainment US",3.97,80
Star Wars Jedi: Fallen Order,"Action, Adventure","Singleplayer, Singe-player",Respawn Entertainment,Electronic Arts,4.14,80
Don't Starve: Pocket Edition,Adventure,,Klei Entertainment,Klei Entertainment,2.67,80
BoxBoy!,Action,,HAL Laboratory,Nintendo,3.93,80
MX Unleashed,"Sports, Racing",,Rainbow Studios,THQ Nordic,0.0,80
Don't Starve: Nintendo Switch Edition,Adventure,Singleplayer,Klei Entertainment,Klei Entertainment,0.0,80
Battlefield 1: They Shall Not Pass,"Action, Shooter",,Electronic Arts DICE,Electronic Arts,3.4,80
SpellForce 2 Anniversary Edition,"Action, RPG, Strategy","Singleplayer, Multiplayer, Online multiplayer","THQ Nordic, Phenomic",THQ Nordic,3.45,80
The Legend of Heroes: Trails in the Sky SC,RPG,Singleplayer,"Nihon Falcom, XSEED Games","XSEED Games, Marvelous USA",4.44,80
Axiom Verge,"Action, Adventure, Indie, Platformer",Singleplayer,Thomas Happ Games,Thomas Happ Games,4.0,80
Super Mario Maker,Platformer,,Nintendo,Nintendo,4.12,80
Candle: The Power of the Flame,"Action, Adventure, Indie, Puzzle",Singleplayer,"Merge Games, Teku Studios","Daedalic Entertainment, Merge Games",3.38,80
Kingdom: New Lands,"Strategy, Simulation, Arcade, Casual, Indie",Singleplayer,"Raw Fury, Noio, Licorice",Raw Fury,3.88,80
The Red Strings Club,"Adventure, Indie",Singleplayer,Deconstructeam,Devolver Digital,4.2,80
EVERSPACE,"Action, Simulation, Indie",Singleplayer,ROCKFISH Games,ROCKFISH Games,3.35,80
Agent A: A puzzle in disguise,"Adventure, Casual, Indie, Puzzle",Singleplayer,"Yak & co, Yak, Co","Yak & Co, YAK, Co",4.0,80
Spyro Reignited Trilogy,"Action, Adventure",Singleplayer,"Activision, Toys for Bob, Iron Galaxy","Activision Blizzard, Activision Value Publishing",4.12,80
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,"Action, Fighting","Singleplayer, Multiplayer, Local Multiplayer",CyberConnect2 Co.,"Bandai Namco Entertainment, BANDAI NAMCO Entertainment US",4.02,80
Wuppo,"Action, Adventure, RPG, Indie",Singleplayer,"SOEDESCO Publishing, Knuist & Perzik, Perzik, Knuist",Soedesco,3.19,80
Far Cry 5,"Action, Shooter","Singleplayer, Multiplayer","Ubisoft, Ubisoft Montreal, Ubisoft Toronto, Ubisoft Shanghai, Ubisoft Kiev, Red Storm",Ubisoft Entertainment,3.72,80
The Outer Worlds,"Action, Shooter, Adventure, RPG",Singleplayer,Obsidian Entertainment,Private Division,3.85,80
Oxenfree,"Adventure, RPG, Indie",Singleplayer,"Night School Studio, Night School Studios","Night School Studio, Night School Studios, Night School",3.91,80
Elite Dangerous,"Action, Adventure, RPG, Simulation, Massively Multiplayer","Singleplayer, Multiplayer",Frontier Developments,Frontier Developments,3.93,80
DATE A LIVE: RIO-Reincarnation,"Adventure, Casual",,Compile Heart,,0.0,80
Company of Heroes 2 - The British Forces,Strategy,"Singleplayer, Multiplayer","Feral Interactive, Relic Entertainment","SEGA, Feral Interactive",0.0,80
Grandia II Anniversary Edition,RPG,Singleplayer,GAME ARTS Co,GungHo Online Entertainment America,3.9,80
DISGAEA 5: ALLIANCE OF VENGEANCE,RPG,Multiplayer,NIS America,,3.52,80
Seraph,Action,Singleplayer,Dreadbit,Dreadbit,2.95,80
SpellForce 3: Soul Harvest,"RPG, Strategy","Singleplayer, Multiplayer, Online multiplayer",Grimlore Games,THQ Nordic,3.96,80
Dariusburst: Chronicle Saviours,"Action, Shooter, Arcade","Singleplayer, 4 Player Local","Pyramid, DEGICA CO, Chara-Ani","Plug In Digital, Degica, Chara-Ani",3.7,80
Gravity Rush Remastered,Action,,Sony Interactive Entertainment,,4.02,80
Penarium,"Action, Arcade, Casual, Indie",Singleplayer,"Team17 Digital, Self Made Miracle",Team17 Digital,2.76,80
